# Odin Config Hash Mapping
# Salt: gj55iz2tgghun9nyw2sa8s5oxsykmfwo

# Hash → codeKey
================================================================================

7772c1308519228cda7c219ce1a3b6dd6abcc5605b8731e9f85fc5068bd917ce → twelveVBatteryType
268dec26bdeecb884caf4faeb17feb947d77ae00a588414418cdf4195d56c660 → vdcType
d75475a0313f92ab98614cf13e6c15f81357927ac0cfa231dd6e5d624185f071 → vdc_type
bfac1a3d0db3e8d420628d04ed13c1bb4039faceed1f6df74cf988ec99d8afa1 → wheelType
6828eb3205248e6b565683e7f611f5e07ba21838263867ee3e01b02830811d1a → wheeltype
8b055962bd48dab67a69031de2c26838444ce6c0d96bfc30c28b5ad566d8236e → wiper_heat
03e93580a6809b0f43502dca60a75e5d739cf60518be595cd17f10960825cb94 → wirelessPhoneChargerType
3f1419650c99912d4a2768333f580d9ddcf3d93d0ce0bba15f0435294c77b712 → xm_antenna


# UNMATCHED HASHES (new configs not in unhashed file)
================================================================================

42716954938c2b6298a46fa75673bd887562cd392f351cdba1f13b1688709e24 → UNKNOWN
5bd749e3e70631adc56c9be1397fc3787bd0c886a83ff77befab01d62b797746 → UNKNOWN
98ddc6825d24a5b9a5240d26c245241bc874e3c32d1eb0b3590472689b5f5c96 → UNKNOWN
f51bb8cf58ff5c62727c0f8d304a61d981e348bf760b60193ea0f95001bfe287 → UNKNOWN
99c0e97ee5846219873fa5e1c18829a3d861ab48601222ac1c1b4d7cf2804dbe → UNKNOWN
e70a11fe44f686c706ed37f1bf4aa9b7d97c28b06ffe5f9d9225cfe4e050d6ac → UNKNOWN
3b203dd6601cdfe669374e3b1b4d4893b2ee23eef59ca589b652ff4c6c020cd8 → UNKNOWN
fc57391c94d2d0c521a86946005c0888b3ea9402cbd9e5a5e57ebd4a7ad160e3 → UNKNOWN
9a2d8b237d543bef39e6f805ee268f4e318364fbd07ef83408d151bc9147e927 → UNKNOWN
2a79d9c8a43c0fbbde0f62c4e322da4aeb73e9cfb81ac1112d8deda8e3afe46f → UNKNOWN
6a1bfa781907ad94cef1f180df7cbc49e9ed74b08c11fa489fb7e1b2f0267023 → UNKNOWN
373f54664329eb9c654cf3767261a727c482b92829cd674ae659ba3b3f750d85 → UNKNOWN
88446ac7e8c5cea48e583a003f29357600afb7344af37067247b7d824ed7670d → UNKNOWN
b845fd7008982fd6ae79d93c29ee801f21287afa87afffd604d8e5f49b282902 → UNKNOWN
bfa894b340eb2a74e7caf8ffe87f949f0e69086de4619f7519bf5a047be15a7e → UNKNOWN
0681f11b5fe9479fa9da66dacedb67ac2116abd3e854db49a19d65ebfb46f1a3 → UNKNOWN
fd9eff2c54ff4ea728d69e8d6a2dbb946bb4260fe916428a8e892bac03628012 → UNKNOWN
d96528efaab2c6f4d13f7afe822d7dcdfcb9b708b56e268e267f7f91b17449ff → UNKNOWN
742cccfd4d822af836f5358a94799eaf9c2ff6c24d17b5f6007c43f2846d8f6a → UNKNOWN
db28334eb7268e341c5bf1e648a1340e839922990ae5a4ac97717f4b4f2a3d12 → UNKNOWN
ead27a1d7d4205cf203193ffbc8b97930ce40284ec17e5c65ba76574a3ebc69b → UNKNOWN
a5edc5271fd96a131cee941f6110f9a8c1e1a05c8ac978af15ef687c1bb381e4 → UNKNOWN
f4ffc19f1fe84ee3ed82493ca643f9ee46a1d552acd5f99753165fa7ad635b34 → UNKNOWN
70d6bf7cbbb4d6bbd555ca0812affa2402db37ba284bafb330282246632d73ab → UNKNOWN
846e6c13af5e7ae4bd1385e2742fa8d5bec62ec23e29a46461966eb477ee5559 → UNKNOWN
d07da3b0b0da15600205e7abc30d0a1938d654fb1ebf45c534e0f04c4d8ed7e1 → UNKNOWN
551c38e8534196ccfafea9efe7e47fa43bbf3c48f86d881ca6a0fc253771e058 → UNKNOWN
23132621bfade9164bd5f9bb44ec4a18df81fd6c8cc508616cfd7c8108f1d4f7 → UNKNOWN
c978c975090195b5ecf1d7cf2bff6aa8fa987b2856d653407b27ae2d6253050a → UNKNOWN
0adff7a5e3f090a94833303047e4602978ef0bb1a3cf64276a6a2d1ed86cf7e3 → UNKNOWN
b5addffba63e4d6846e5ca6c34c899aecc0fd0162d8d080ee0c76471067f591a → UNKNOWN
ed769281a468c81dc0b3bc678be7e5eb9bd0d52907e1fb627f54ce374b3158f7 → UNKNOWN
b3d6dfb70885837920a1812990cec9a5b5627d480f35ca25f07d29ca2be6754f → UNKNOWN
70825f2d76df86861d77c19cd6a145fa7ada72600820539eef7b765f24f05f83 → UNKNOWN
e28dce6c731bcaf77fd69db016cd33931b7534e66c1e22ce733e8a6ad1b76b6d → UNKNOWN
30287b7284e9ec808d74de537fc0498b2225607e2c97dbb040360bc52588ec29 → UNKNOWN
14ab8ac22c8d0e8f8ac967acbd093071a831829ecd956aee3361e6260a00f5d0 → UNKNOWN
2c91febd8b10ae67d97b664644986558092a6020753349a0c2480fb911be038e → UNKNOWN
aa40e7d81287017513aa069e69a15a1020fdceacbfb702d9b6718dce70905137 → UNKNOWN
50602e9d7715f40f97bdf73b69ea4a0a9284f8520f96f841b07a01cd504d4083 → UNKNOWN
5976d1bdaf2819deec68de386d4fae199c1f11c4a37243bd679b6ae4fb9f9fb7 → UNKNOWN
4d0719bec2d29eb8fc01841f2da8d0217e4f90a93d6287e2f94f08bd1c736144 → UNKNOWN
a7d11d8ea7f72ab894821723a2c5a70961d634032cc8e02ea8d79299108d0b52 → UNKNOWN
5d721a889a75be19c6e7d2437d184eedb0371ca216688473f42744826303195f → UNKNOWN
35826f1fc11ae77b7836ab299054a03ce766345908cf6f59d1141d13224950ab → UNKNOWN
5873d55e2f8ee68585f1e6d101c751892a34e8ccfb170f052edcfec7839485ef → UNKNOWN
8805f051f005f03a8bccf1d2d307d6e6a653f242bf38202176bfa80464048c14 → UNKNOWN
170ba3784a19636f128390a69aa735dd017f86fc6a7f31fba5dc1aaf873511f9 → UNKNOWN
ce2e5fc91a70a864cf84d1fcd71915196460cd80e3cc3a31d5fd90fb3d14e46d → UNKNOWN
727c46f207197748fb6cd38ba0cc637c0ef586f56de96da60094501868185fc0 → UNKNOWN
42be88644398a250b241d796b48b60f2b74006f64abcaa9448a912f7e27bc897 → UNKNOWN
92c678f4d4c95c459f7efe16d0ac27a24fd8e8c207480cc4b938c016feaf9df2 → UNKNOWN
3788a382e1c88bd6575e198a74bad1b5f6895a378f9995511025658223c2d9f5 → UNKNOWN
b45c5f8f37ef06d7be2229211e80667af5245775eb26ddc00b8c4c8704f95319 → UNKNOWN
ff7d05227850dd6f78c863644795b4bca0bf1cf38468decb5fe4a482646e71f2 → UNKNOWN
1876336c6cd3fe962a0f9deb3a3f9aeb2bcbf3713332ce9175bc56a5d2fda8fb → UNKNOWN
039d2361df2893b9a95d515160ab7e4b501d33d530f35374b540573196f5c68f → UNKNOWN
00f064854464324b1b23a2e4b9dbe81853edbb64ea96fcbf534da8910e0c90c4 → UNKNOWN
47e35d3ef5555f5af0d9946b041430133a8e8cdbfbde3b820586c51e5b5ad841 → UNKNOWN
3fdcd3042ebcc93dab0db79a0ab93f82ae23527c7ec57b47ad238a8df4427e43 → UNKNOWN
dd01242b0a89f43e1ac714d3451cc6bcadc855a6ebd975b4358ce414d090c0bb → UNKNOWN
cbe7a675632f216350225245c6dde7fabe7abcf9fa3f7a7bbbc2f8e5e508ee31 → UNKNOWN
7bc90eec0eeec855dae1528581d6a4eb18d3682390a3fd7d17159d7a6f576ce6 → UNKNOWN
83dea7776e4df030b89e962004f682ff2608e930188bd9da5fb328547e1f6596 → UNKNOWN
7c9696cea3c9ae67f5f4661173590571b9dd05572132cd3ad4ae4bfce1a2e29d → UNKNOWN
c72c6f91d58d3e82323d173736b026d1a831cf2def41d91e128215fd56ee8429 → UNKNOWN
d6131d3375c4abc8addacbe09e3289c0f48719d4d3a662edb822c02ee01ba3f2 → UNKNOWN
5c1333e230dd6baaa0cb751fd0ddd768761342059cc0567dd69f4898dc1f75fd → UNKNOWN
1f733efdb84ac2a4422b3a32b1e45d793f66462404d29afa6fd97b5344667b80 → UNKNOWN
fe9132d0944a61d69c1d53370e19a09e067dac6f5836bcef3c935014da5252f9 → UNKNOWN
f4281c9277180fd9f1df4faf0ed5e9c69ca0ab62ed88f76e8d5dcd959eb0aa27 → UNKNOWN
e2aff9e9d9a17564fabf889e2368ee8318f4cbaa50b4f356f1cb0a98cd55ed75 → UNKNOWN
c90412637d67ac5a54557827e2d87cf0339fd423281925a89683b9c124d1b808 → UNKNOWN
781615b390d60f9591d7a7e5d170ae3353e1f5843cfe7f88213daae72b5f3072 → UNKNOWN
69e4a8f34d3f1526b081bd641dcd622b08fadb237f4fbb8d04efa5740387f474 → UNKNOWN
5690e332a53b30f4a8b5c3b8db32a0c4162a6d0eff66d49b1e2c2eae73e958f8 → UNKNOWN
c361c4c56d6b3c4e17fa579ab858ecbf18e0b8eb1cba78aaae74d4f2eecf090d → UNKNOWN
b78d464ac6d43a273e854b15b83d24b5b9327b9fd5855334e96f1c9f43f2637b → UNKNOWN
6990565d846de51d62bf8b452d1a0d20ec0fbac6fa97e9779edb3d327d4a52b3 → UNKNOWN
3ae930872fab04a0e5fc3461669aaa585feae92faaeaf0edd27921b39495d4cf → UNKNOWN
d00316c9c06e5bfac5da9dc2e929ea52d439cd308dbbdc5e05f8ff6f56392a42 → UNKNOWN
4d96ba333581d3dc2820c657e2998b15eb021010d72f60a29b37a7cf7b7b2c9c → UNKNOWN
d309d1e97738f4d61d19768e5da187163fbaa2387759f07748ed35861d00947f → UNKNOWN
360163c5c6d85fce670cd177e0ad036950f9c1f0a4469b3da8c8daefdcbb02aa → UNKNOWN
470b84723bc92b3e2486201e715db7b180cfaa16fe5eb6c28f625384760f3eca → UNKNOWN
91c832c34b7acab812ce55fc289bb939330fbf2fe61700e965919f8f6ab7d545 → UNKNOWN
5dc5f04065c52fa106005f10cea13edf2fbb157e4d86d696476d53be7be87cdb → UNKNOWN
b0049798007ef613853ab2df83b99fccfc2cae5ee473a53744830c87807954eb → UNKNOWN
a93d804d475d2d8075d669fbf2771dcbbc7562e59117c044c217abc3d7f2b268 → UNKNOWN
829bddf9c6ab058b512cd12d95edffa80d451c73598e31554113517fabb83539 → UNKNOWN
36794e30732f6e22aa46521b94130ac064f08a7269c1f8a7b4f39adc921a3e53 → UNKNOWN
3a491c1dcf81839d0f8578f96f284c4e4c373cf93066e693c5cc2691315b5a08 → UNKNOWN
e62408d124e9062efa74f6e73a95cfacd07cf0d2fbc5c658361242b247ccc0ea → UNKNOWN
2abc207377e8c2e73b457eee71a79b644e99b5ce8c6623e8223ae327440e3236 → UNKNOWN
4cfab296bc1f2698eeaaed82aa4b9dc9efc1dfed72099bad9acd0c077cb7ad57 → UNKNOWN
5b7bf0f9275fcf314c7a8e05fc64e5aa4e64223fc82c5a249052b9081d13c4db → UNKNOWN
24db59f4c7b3d80019b13f03b17740c74959e46e51ff24f83cf090de5d9107e3 → UNKNOWN
0873efe6437ee361121f7c8f027795c433a9860325f3556c40f1fbd877e3f9e8 → UNKNOWN
34678ba4481b685a032bc9a55d1349e6f7efed139a328e526b7db4fe112180b3 → UNKNOWN
d97fe166b2a8f7237c07f24088093788e55e0ce85fc83891917fca83ea1a74f4 → UNKNOWN
14e57bb0a6193979b325d877f8196a0310df6d076bd7bde45752c20456d7cd43 → UNKNOWN
817159d84dfa786b735d60cc18716b14fbfd1203fe1f8a9370b5a109ce0cd9b9 → UNKNOWN
9e7bfaf22ef7b45cc943cf148f1d3e646f11cfb8865b47b89a9b462f736ac731 → UNKNOWN
3e6fedc90fd88dddba63c9cb1d232ce5af82863ff327f03a26c0b731aac1e91c → UNKNOWN
3dd8ecdd68569d21e405a05323fecf8f12fac131d05f9165e110565fd34ed6a0 → UNKNOWN
